#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dwseom1003; I order [dragon_mate.GetBestName] to try and calm my dragon, [dragonbreed.GetFirstName] , with their body. At first they refused but with a little convincing they agreed. A dragon's egg is a fine payment to offer, though I do not think they realize that they will be the one to lay the egg. \n I watch as [dragon_mate.GetFirstName] enters the hall and dismisses the servants. I watch her disrobe and get thrown to the floor by [dragonbreed.GetFirstName].\n I watched her get mounted and bred much like a dog in heat. I leave her to enjoy spending time with [dragonbreed.GetFirstName]. \n I return an hour later to find the servants standing slack jawed at the door. Inside the hall [dragon_mate.GetFirstName] is still be ravaged by [dragonbreed.GetFirstName] . Even with barely being able to see her under his form i can tell she is enjoying it. She wears such a blissful smile while being covered in a dragon's seed as it spills out.\n Another hour passes before [dragonbreed.GetFirstName] dismounts and retires to the back of the hall for well deserved rest.\n [dragon_mate.GetFirstName] has been coated inside and out with [dragonbreed.GetFirstName]'s seed. She does not appear to be moving. If not for her breathing I would think she was dead. I ordered the servants to clean her and take her to her room.;;;;;;;;;;;;;;x   
dwseom1003A;Surely, [dragon_mate.GetBestName], is with dragon egg now.;;;;;;;;;;;;;;x
dwseom1100;My enemy's army stands before me. Shout os fury and anger echo across the battle field. I can turn the tide of this battle with one simple command. But do I truely wish to risk my dragon?;;;;;;;;;;;;;;x
dwseom1100A;"BURN THEM ALL!";;;;;;;;;;;;;;x
dwseom1100B;We can win without my dragon.;;;;;;;;;;;;;;x
dwse_weyrleader;Weyrleader;;;;;;;;;;;;;;x
dwse_weyrleader_desc;Caretaker of the realm's dragons. They tend to a dragon's day to day needs.;;;;;;;;;;;;;;x
dwse_garrison_guard;Guard Barracks;;;;;;;;;;;;;;x
dwse_garrison_guard_desc;Barracks for housing the defenders of this fort.;;;;;;;;;;;;;;x
dwse_dragon_pregnancy_TT;[dragon_mate.GetFirstName] will bear a half-breed child.;;;;;;;;;;;;;;x
dwse_lizard_pregnancy_TT;[dragon_mate.GetFirstName] will bear a draconian egg.;;;;;;;;;;;;;;x
dwse_dragon_pregnancy_self_TT;You will bear a half-breed child.;;;;;;;;;;;;;;x
dwse_lizard_pregnancy_self_TT;You will bear a draconian egg.;;;;;;;;;;;;;;x
dwse_shapeshifted;Shapeshifted;;;;;;;;;;;;;;x
dwse_shapeshifted_desc;This character is actually a dragon that has shapeshifted into a form other than their natural draconian body. While in this form, they will take on all attributes and abilities associated with the new body while still retaining some of their draconian strength. They can shapeshift back into a dragon at any time, provided they aren't already carrying an unborn child.;;;;;;;;;;;;;;x
dwse_dragon_shapeshift_human;Shapeshift Into Human;;;;;;;;;;;;;;x
dwse_dragon_shapeshift_human_desc;Using the magically-gifted abilities of your draconian race, you can shapeshift your form into that of a normal human. Other dragonkin will be able to see through your disguise due to the subtle draconian scent of your body. You will retain a small portion of your draconian strength.;;;;;;;;;;;;;;x
dwse_dragon_shapeshift_human_revert;Shapeshift Back;;;;;;;;;;;;;;x
dwse_dragon_shapeshift_human_revert_desc;It is time to throw off the disguise and revert back to your full dragon form.;;;;;;;;;;;;;;x
dwse_dragon_shapeshift_aura;Shapeshift Into Half-Dragon;;;;;;;;;;;;;;x
dwse_dragon_shapeshift_aura_desc;Using the magically-gifted abilities of your draconian race, you can shapeshift your form into that of a half-dragon. Other dragonkin will be able to see through your disguise due to the subtle draconian scent of your body. You will retain a small portion of your draconian strength, and will have the full abilities of a half-dragon.;;;;;;;;;;;;;;x
dwse_dragon_shapeshift_aura_revert;Shapeshift Back;;;;;;;;;;;;;;x
dwse_dragon_shapeshift_aura_revert_desc;It is time to throw off the disguise and revert back to your full dragon form.;;;;;;;;;;;;;;x
